75,30,-19092.865226500002,-24408.4740225,418.8470390000002,548.1567355000007
75,105,-21477.8316005,-25387.181284,549.736746999999,974.5008610000004
75,180,-22766.445031,-25013.7916405,279.2313624999988,278.42882149999787
75,225,-21536.197425,-24146.5826775,689.3524140000009,1383.4431904999983
75,330,-18268.46238,-24341.690285999997,549.7367374999994,826.5855475000026
75,405,-19387.814908999997,-25023.011134,418.8470389999966,974.5008609999968
60,0,-18513.0209655,-28019.463001,549.7367374999994,835.2864455000017
60,75,-20562.586087,-29294.116115,279.23136250000243,278.4288120000019
60,150,-23154.6644595,-27274.469998999997,549.7367375000031,1105.014369000004
60,225,-21695.114279999998,-23857.666682500003,689.3524140000009,1244.2287844999992
60,300,-18602.245564,-24535.3573525,410.12106100000165,687.3711509999957
60,375,-18727.298681,-28640.050406,270.5053845000002,687.3711509999994
30,60,-20366.569376,-42206.4830265,549.7367375000031,965.7999630000049
30,135,-23092.4268435,-39018.7842275,549.7367375000031,974.5008610000004
30,210,-22553.785384000003,-31672.861661,279.2313529999992,417.64321800000107
30,285,-19399.834802999998,-31321.2530855,279.2313624999988,408.9423295000015
30,360,-18431.3666035,-38299.605813,549.7367374999994,965.7999630000049
0,0,-18390.972822,-51107.446675499996,549.7367374999994,556.8576429999957
0,60,-20401.704442000002,-56580.37075,279.23135300000285,556.8576335000034
0,120,-22911.781712,-55272.527438499994,549.7367374999994,696.0720490000022
0,180,-23764.616244,-48422.6138275,558.462724999994,417.6432275000043
0,240,-21852.470855,-43641.670646,689.3524235000004,826.5855569999985
0,300,-19362.850524,-45623.4015875,558.462715499998,965.7999534999981
-30,15,-18707.535204,-68060.949731,410.12106100000165,417.64322750001156
-30,90,-21597.972742500002,-72194.4537195,410.12106100000165,965.7999629999977
-30,165,-24414.615069500003,-66599.140822,418.8470389999966,974.5008610000077
-30,240,-22062.818981,-58962.919336,279.23136250000243,408.9423295000015
-30,315,-19108.583556,-61647.060717,418.8470390000002,408.9423200000019
-30,390,-18849.693546,-69271.0663715,418.84704850000344,974.5008705000073
-60,0,-18064.18198,-77178.97491850001,279.2313624999988,278.4288119999983
-60,75,-20595.8719495,-82028.3728675,698.078401499999,826.5855569999985
-60,150,-24319.669476,-79439.192299,549.736746999999,1105.0143690000114
-60,225,-23364.3769215,-73709.9662045,549.7367470000027,696.0720489999949
-60,300,-19479.351019,-73626.126396,558.462715499998,1383.4431905000092
-60,375,-18194.5515915,-78404.0732395,418.8470390000002,1105.0143689999823
-75,45,-18197.325410999998,-82971.8155495,558.4627155000017,1113.7152669999923
-75,120,-22612.960238,-86060.46238,558.462715499998,1113.7152765000064
-75,195,-24055.867491,-79524.93361800001,418.8470484999998,139.21440599999914
-75,270,-19619.891311500003,-76765.4804645,698.078401499999,687.3711414999998
-75,345,-16516.794126,-78911.83705799999,558.4627155000017,696.0720394999953
-75,420,-17994.836445,-83743.314606,418.8470390000002,269.72792350000236
